address_name,address_url,address_type,address_price,address_bedrooms,address_bathrooms,address_sqft
"2611 Kiahuna Plantation Dr APT 3I, Koloa, HI 96756",https://www.zillow.com/homedetails/2611-Kiahuna-Plantation-Dr-APT-3I-Koloa-HI-96756/2088641718_zpid/,Condo for sale,"$938,000.00",3 bds,3 ba,"1,602 sqft"
"2611 Kiahuna Plantation Dr UNIT 1B, Koloa, HI 96756",https://www.zillow.com/homedetails/2611-Kiahuna-Plantation-Dr-UNIT-1B-Koloa-HI-96756/2077994671_zpid/,Condo for sale,"$1,249,999.00",4 bds,4 ba,"1,850 sqft"
"4114 Nalani Ln, Princeville, HI 96722",https://www.zillow.com/homedetails/4114-Nalani-Ln-Princeville-HI-96722/732389_zpid/,House for sale,"$1,395,000.00",4 bds,4 ba,"2,896 sqft"
"Parcel 39 #39, Hanalei, HI 96714",https://www.zillow.com/homedetails/Parcel-39-39-Hanalei-HI-96714/2119039903_zpid/,Lot / Land for sale,"$350,000.00",0.42 acres lot,,
"3880 Wyllie Rd APT 21B, Princeville, HI 96722",https://www.zillow.com/homedetails/3880-Wyllie-Rd-APT-21B-Princeville-HI-96722/80161732_zpid/,Condo for sale,"$669,000.00",3 bds,2 ba,"1,426 sqft"
"2090 Hanalima St APT DD202, Lihue, HI 96766",https://www.zillow.com/homedetails/2090-Hanalima-St-APT-DD202-Lihue-HI-96766/80150533_zpid/,Condo for sale,"$389,000.00",2 bds,2 ba,843 sqft
"5352 Puuone Pl, Koloa, HI 96756",https://www.zillow.com/homedetails/5352-Puuone-Pl-Koloa-HI-96756/722676_zpid/,House for sale,"$2,595,000.00",4 bds,4 ba,"2,957 sqft"
"5280 Ka Haku Rd #245, Princeville, HI 96722",https://www.zillow.com/homedetails/5280-Ka-Haku-Rd-245-Princeville-HI-96722/2080405867_zpid/,Townhouse for sale,"$989,000.00",2 bds,2 ba,"1,135 sqft"
"1139 Moanakai Rd, Kapaa, HI 96746",https://www.zillow.com/homedetails/1139-Moanakai-Rd-Kapaa-HI-96746/2133928073_zpid/,Lot / Land for sale,"$498,000.00","8,659 sqft lot",,
"2080 Manawalea St APT 103, Lihue, HI 96766",https://www.zillow.com/homedetails/2080-Manawalea-St-APT-103-Lihue-HI-96766/89050753_zpid/,Condo for sale,"$515,000.00",3 bds,3 ba,"1,357 sqft"
"1565 Pee Rd APT 225, Koloa, HI 96756",https://www.zillow.com/homedetails/1565-Pee-Rd-APT-225-Koloa-HI-96756/80165821_zpid/,Condo for sale,"$739,000.00",2 bds,2 ba,"1,371 sqft"
"4919 Pepelani Loop APT 2A, Princeville, HI 96722",https://www.zillow.com/homedetails/4919-Pepelani-Loop-APT-2A-Princeville-HI-96722/89050184_zpid/,Condo for sale,"$680,000.00",2 bds,2 ba,"1,406 sqft"
"3780 Edward Rd #5104, Princeville, HI 96722",https://www.zillow.com/homedetails/3780-Edward-Rd-5104-Princeville-HI-96722/2091828572_zpid/,Condo for sale,"$749,000.00",2 bds,2 ba,"1,085 sqft"
"78 Uluwehi St #78, Koloa, HI 96756",https://www.zillow.com/homedetails/78-Uluwehi-St-78-Koloa-HI-96756/2078562895_zpid/,House for sale,"$4,500,000.00",5 bds,6 ba,"3,800 sqft"
"1271 Kamalu Rd #1 & 2, Kapaa, HI 96746",https://www.zillow.com/homedetails/1271-Kamalu-Rd-1-2-Kapaa-HI-96746/2078084076_zpid/,House for sale,"$2,400,000.00",3 bds,5 ba,"3,564 sqft"
"3787 Ahonui Pl, Princeville, HI 96722",https://www.zillow.com/homedetails/3787-Ahonui-Pl-Princeville-HI-96722/2082211324_zpid/,House for sale,"$21,500,000.00",8 bds,10 ba,"7,269 sqft"
"Ahopueo Dr #3, Kalaheo, HI 96741",https://www.zillow.com/homedetails/Ahopueo-Dr-3-Kalaheo-HI-96741/2078606023_zpid/,Lot / Land for sale,"$239,000.00",0.3 acres lot,,
"2253 Poipu Rd #92, Koloa, HI 96756",https://www.zillow.com/homedetails/2253-Poipu-Rd-92-Koloa-HI-96756/80156612_zpid/,Condo for sale,"$130,000.00",1 bd,1 ba,620 sqft
"4494 Pilikoa St, Hanalei, HI 96714",https://www.zillow.com/homedetails/4494-Pilikoa-St-Hanalei-HI-96714/2081388307_zpid/,House for sale,"$3,299,000.00",4 bds,3 ba,"2,637 sqft"
"6103 Olohena Rd #A, Kapaa, HI 96746",https://www.zillow.com/homedetails/6103-Olohena-Rd-A-Kapaa-HI-96746/2079745165_zpid/,House for sale,"$1,350,000.00",2 bds,3 ba,"2,256 sqft"
"2253 Poipu Rd, Koloa, HI 96756",https://www.zillow.com/homedetails/2253-Poipu-Rd-Koloa-HI-96756/80166362_zpid/,Condo for sale,"$269,000.00",1 bd,1 ba,620 sqft
"5691-A Hauaala Rd #2, Kapaa, HI 96746",https://www.zillow.com/homedetails/5691-A-Hauaala-Rd-2-Kapaa-HI-96746/2082742569_zpid/,House for sale,"$838,000.00",4 bds,3 ba,"2,716 sqft"
"3920 Wyllie Rd #T4, Princeville, HI 96722",https://www.zillow.com/homedetails/3920-Wyllie-Rd-T4-Princeville-HI-96722/80153055_zpid/,Condo for sale,"$749,000.00",3 bds,3 ba,"1,512 sqft"
"6001 Kaapuni Rd, Kapaa, HI 96746",https://www.zillow.com/homedetails/6001-Kaapuni-Rd-Kapaa-HI-96746/138274124_zpid/,House for sale,"$1,750,000.00",4 bds,4 ba,"3,714 sqft"
"4722 Mailihuna Rd, Kapaa, HI 96746",https://www.zillow.com/homedetails/4722-Mailihuna-Rd-Kapaa-HI-96746/94655933_zpid/,House for sale,"$718,888.00",3 bds,3 ba,"1,260 sqft"
"3953 Aloalii Dr, Princeville, HI 96722",https://www.zillow.com/homedetails/3953-Aloalii-Dr-Princeville-HI-96722/731778_zpid/,House for sale,"$2,998,000.00",3 bds,3 ba,"3,382 sqft"
"3880 Wyllie Rd APT 1D, Princeville, HI 96722",https://www.zillow.com/homedetails/3880-Wyllie-Rd-APT-1D-Princeville-HI-96722/80164314_zpid/,Condo for sale,"$529,000.00",2 bds,2 ba,"1,298 sqft"
"5301 Ka Haku Rd #116, Princeville, HI 96722",https://www.zillow.com/homedetails/5301-Ka-Haku-Rd-116-Princeville-HI-96722/80170735_zpid/,Condo for sale,"$575,000.00",1 bd,2 ba,"1,033 sqft"
"3800 Kamehameha Rd APT 2, Princeville, HI 96722",https://www.zillow.com/homedetails/3800-Kamehameha-Rd-APT-2-Princeville-HI-96722/80145883_zpid/,Condo for sale,"$620,000.00",2 bds,2 ba,"1,127 sqft"
"5300 Ka Haku Rd #3, Princeville, HI 96722",https://www.zillow.com/homedetails/5300-Ka-Haku-Rd-3-Princeville-HI-96722/2079006301_zpid/,Condo for sale,"$849,000.00",2 bds,2 ba,993 sqft
"Makaa St #1714, Lihue, HI 96766",https://www.zillow.com/homedetails/Makaa-St-1714-Lihue-HI-96766/2077846278_zpid/,Lot / Land for sale,"$459,000.00",0.29 acres lot,,
"4791 Kahiliholo Rd #A, Kilauea, HI 96754",https://www.zillow.com/homedetails/4791-Kahiliholo-Rd-A-Kilauea-HI-96754/2080529026_zpid/,House for sale,"$4,575,000.00",5 bds,8 ba,"5,327 sqft"
"3700 Kamehameha Rd #J2, Princeville, HI 96722",https://www.zillow.com/homedetails/3700-Kamehameha-Rd-J2-Princeville-HI-96722/80142770_zpid/,Condo for sale,"$635,000.00",1 bd,1 ba,567 sqft
"5380 Honoiki Rd #J11, Princeville, HI 96722",https://www.zillow.com/homedetails/5380-Honoiki-Rd-J11-Princeville-HI-96722/2077855371_zpid/,Condo for sale,"$895,000.00",2 bds,2 ba,"1,324 sqft"
"5317 Opua Pl, Koloa, HI 96756",https://www.zillow.com/homedetails/5317-Opua-Pl-Koloa-HI-96756/722697_zpid/,House for sale,"$2,795,000.00",3 bds,5 ba,"3,693 sqft"
"5-7070 Kuhio Hwy, Princeville, HI 96722",https://www.zillow.com/homedetails/5-7070-Kuhio-Hwy-Princeville-HI-96722/2078336122_zpid/,House for sale,"$4,100,000.00",4 bds,3 ba,"2,299 sqft"
"3700 Kamehameha Rd #A5, Princeville, HI 96722",https://www.zillow.com/homedetails/3700-Kamehameha-Rd-A5-Princeville-HI-96722/80141387_zpid/,Condo for sale,"$595,000.00",1 bd,1 ba,564 sqft
"4141 Queen Emmas Dr APT 11, Princeville, HI 96722",https://www.zillow.com/homedetails/4141-Queen-Emmas-Dr-APT-11-Princeville-HI-96722/89042134_zpid/,Condo for sale,"$779,000.00",3 bds,3 ba,"1,732 sqft"
"3780 Edward Rd #1102, Princeville, HI 96722",https://www.zillow.com/homedetails/3780-Edward-Rd-1102-Princeville-HI-96722/2078350885_zpid/,Condo for sale,"$818,000.00",2 bds,2 ba,"1,086 sqft"
"283 Aina Lani Pl, Kapaa, HI 96746",https://www.zillow.com/homedetails/283-Aina-Lani-Pl-Kapaa-HI-96746/727610_zpid/,House for sale,"$1,750,000.00",5 bds,4 ba,"3,618 sqft"
"320 Aina Loli Pl #2, Kapaa, HI 96746",https://www.zillow.com/homedetails/320-Aina-Loli-Pl-2-Kapaa-HI-96746/2078124091_zpid/,House for sale,"$1,200,000.00",3 bds,2 ba,"2,000 sqft"
"2894 Milo Hae Loop, Koloa, HI 96756",https://www.zillow.com/homedetails/2894-Milo-Hae-Loop-Koloa-HI-96756/722690_zpid/,House for sale,"$2,699,000.00",3 bds,4 ba,"4,188 sqft"
"3700 Kamehameha Rd #F8, Princeville, HI 96722",https://www.zillow.com/homedetails/3700-Kamehameha-Rd-F8-Princeville-HI-96722/80154101_zpid/,Condo for sale,"$649,000.00",2 bds,2 ba,754 sqft
"5301 Ka Haku Rd #103, Princeville, HI 96722",https://www.zillow.com/homedetails/5301-Ka-Haku-Rd-103-Princeville-HI-96722/80140240_zpid/,Condo for sale,"$595,000.00",1 bd,2 ba,"1,033 sqft"
"2721 Poipu Rd APT 322, Koloa, HI 96756",https://www.zillow.com/homedetails/2721-Poipu-Rd-APT-322-Koloa-HI-96756/2078423128_zpid/,Condo for sale,"$479,000.00",1 bd,1 ba,996 sqft
"2823 Ala Pualeikukui St, Koloa, HI 96756",https://www.zillow.com/homedetails/2823-Ala-Pualeikukui-St-Koloa-HI-96756/249244259_zpid/,Condo for sale,"$2,250,000.00",2 bds,2 ba,"1,523 sqft"
"4460 Aku Rd, Princeville, HI 96714",https://www.zillow.com/homedetails/4460-Aku-Rd-Princeville-HI-96714/732823_zpid/,House for sale,"$3,475,000.00",3 bds,3 ba,"1,764 sqft"
"4932 Mahua St, Koloa, HI 96756",https://www.zillow.com/homedetails/4932-Mahua-St-Koloa-HI-96756/80164494_zpid/,House for sale,"$2,585,000.00",2 bds,3 ba,"1,803 sqft"
"5096 Kukuna Rd, Kapaa, HI 96746",https://www.zillow.com/homedetails/5096-Kukuna-Rd-Kapaa-HI-96746/2098498114_zpid/,House for sale,"$8,500,000.00",8 bds,5 ba,"4,230 sqft"
"4961 Aliomanu Rd APT 4, Anahola, HI 96703",https://www.zillow.com/homedetails/4961-Aliomanu-Rd-APT-4-Anahola-HI-96703/730867_zpid/,House for sale,"$2,995,000.00",4 bds,5 ba,"3,938 sqft"
"2221 Kapili Rd #17, Koloa, HI 96756",https://www.zillow.com/homedetails/2221-Kapili-Rd-17-Koloa-HI-96756/80151936_zpid/,Condo for sale,"$1,195,000.00",2 bds,3 ba,"1,837 sqft"
"4146 N Waiakalua St #1, Kilauea, HI 96754",https://www.zillow.com/homedetails/4146-N-Waiakalua-St-1-Kilauea-HI-96754/119235623_zpid/,House for sale,"$3,299,000.00",3 bds,4 ba,"3,746 sqft"
"2371 Hoohu Rd APT 505, Koloa, HI 96756",https://www.zillow.com/homedetails/2371-Hoohu-Rd-APT-505-Koloa-HI-96756/80152910_zpid/,Condo for sale,"$829,000.00",2 bds,3 ba,"1,331 sqft"
"7228 Alamihi Rd #121-, Hanalei, HI 96722",https://www.zillow.com/homedetails/7228-Alamihi-Rd-121-Hanalei-HI-96722/2082345368_zpid/,Lot / Land for sale,"$428,000.00",0.31 acres lot,,
"3920 Wyllie Rd #T3, Princeville, HI 96722",https://www.zillow.com/homedetails/3920-Wyllie-Rd-T3-Princeville-HI-96722/80160976_zpid/,Condo for sale,"$699,000.00",2 bds,3 ba,"1,512 sqft"
"Aliali Rd, Kapaa, HI 96746",https://www.zillow.com/homedetails/Aliali-Rd-Kapaa-HI-96746/2081244462_zpid/,Lot / Land for sale,"$340,000.00",1.63 acres lot,,
"4121 Rice St APT 2404, Lihue, HI 96766",https://www.zillow.com/homedetails/4121-Rice-St-APT-2404-Lihue-HI-96766/723961_zpid/,Condo for sale,"$440,000.00",3 bds,2 ba,"1,244 sqft"
"2253 Poipu Rd #160, Koloa, HI 96756",https://www.zillow.com/homedetails/2253-Poipu-Rd-160-Koloa-HI-96756/2081991268_zpid/,Condo for sale,"$395,000.00",1 bd,1 ba,620 sqft
"5-7088 Kuhio Hwy, Princeville, HI 96722",https://www.zillow.com/homedetails/5-7088-Kuhio-Hwy-Princeville-HI-96722/2078451422_zpid/,House for sale,"$2,400,000.00",3 bds,3 ba,"1,942 sqft"
"2253 Poipu Rd #104, Koloa, HI 96756",https://www.zillow.com/homedetails/2253-Poipu-Rd-104-Koloa-HI-96756/80168512_zpid/,Condo for sale,"$160,000.00",1 bd,1 ba,640 sqft
"5086 Napookala Cir, Princeville, HI 96722",https://www.zillow.com/homedetails/5086-Napookala-Cir-Princeville-HI-96722/732538_zpid/,House for sale,"$1,950,000.00",3 bds,3 ba,"2,442 sqft"
"Makanaano Pl #13, Kilauea, HI 96754",https://www.zillow.com/homedetails/Makanaano-Pl-13-Kilauea-HI-96754/2079661184_zpid/,Lot / Land for sale,"$815,000.00",5.08 acres lot,,
"491A Kamalu Rd, Kapaa, HI 96746",https://www.zillow.com/homedetails/491A-Kamalu-Rd-Kapaa-HI-96746/2078652482_zpid/,House for sale,"$2,195,000.00",3 bds,5 ba,"2,815 sqft"
"4620-B Lanihuli Rd #5, Hanalei, HI 96714",https://www.zillow.com/homedetails/4620-B-Lanihuli-Rd-5-Hanalei-HI-96714/2082344070_zpid/,Lot / Land for sale,"$6,995,000.00",5.06 acres lot,,
"1237 Nohea St, Kalaheo, HI 96741",https://www.zillow.com/homedetails/1237-Nohea-St-Kalaheo-HI-96741/2080507369_zpid/,House for sale,"$1,298,000.00",3 bds,3 ba,"2,861 sqft"
"3700 Kamehameha Rd #G3, Princeville, HI 96722",https://www.zillow.com/homedetails/3700-Kamehameha-Rd-G3-Princeville-HI-96722/731836_zpid/,Condo for sale,"$595,000.00",1 bd,1 ba,556 sqft
"Kaumualii Hwy #75-A, Kalaheo, HI 96741",https://www.zillow.com/homedetails/Kaumualii-Hwy-75-A-Kalaheo-HI-96741/2082344614_zpid/,Lot / Land for sale,"$350,000.00",1.51 acres lot,,
"4722 Mailihuna Rd #A, Kapaa, HI 96746",https://www.zillow.com/homedetails/4722-Mailihuna-Rd-A-Kapaa-HI-96746/2077944099_zpid/,House for sale,"$718,888.00",3 bds,3 ba,"1,260 sqft"
"1225 Nohea St, Kalaheo, HI 96741",https://www.zillow.com/homedetails/1225-Nohea-St-Kalaheo-HI-96741/65289378_zpid/,House for sale,"$1,325,000.00",4 bds,4 ba,"4,036 sqft"
"1980 Kolo Rd #6, Kilauea, HI 96754",https://www.zillow.com/homedetails/1980-Kolo-Rd-6-Kilauea-HI-96754/2086925626_zpid/,House for sale,"$1,895,000.00",3 bds,2 ba,"2,268 sqft"
"6051 Halaulani Rd #1, Kilauea, HI 96754",https://www.zillow.com/homedetails/6051-Halaulani-Rd-1-Kilauea-HI-96754/2079923114_zpid/,House for sale,"$1,475,000.00",1 bd,1 ba,516 sqft
"4170 N Waiakalua St #72, Kilauea, HI 96754",https://www.zillow.com/homedetails/4170-N-Waiakalua-St-72-Kilauea-HI-96754/2078913251_zpid/,House for sale,"$6,500,000.00",3 bds,4 ba,"3,461 sqft"
"414 Wailua Kai St #1&2, Kapaa, HI 96746",https://www.zillow.com/homedetails/414-Wailua-Kai-St-12-Kapaa-HI-96746/2078754092_zpid/,House for sale,"$1,439,000.00",3 bds,2 ba,"1,450 sqft"
"2823 Ke Alaula St, Koloa, HI 96756",https://www.zillow.com/homedetails/2823-Ke-Alaula-St-Koloa-HI-96756/124718076_zpid/,House for sale,"$3,250,000.00",3 bds,4 ba,"2,104 sqft"
"5454 Ka Haku Rd #203, Princeville, HI 96722",https://www.zillow.com/homedetails/5454-Ka-Haku-Rd-203-Princeville-HI-96722/732148_zpid/,Condo for sale,"$1,250,000.00",2 bds,2 ba,"1,352 sqft"
"1565 Pee Rd APT 425, Koloa, HI 96756",https://www.zillow.com/homedetails/1565-Pee-Rd-APT-425-Koloa-HI-96756/80165465_zpid/,Townhouse for sale,"$849,000.00",2 bds,2 ba,"1,371 sqft"
"4-856 Kuhio Hwy #120, Kapaa, HI 96746",https://www.zillow.com/homedetails/4-856-Kuhio-Hwy-120-Kapaa-HI-96746/2077859821_zpid/,Condo for sale,"$295,000.00",2 bds,1 ba,590 sqft
"4-495--0 Kuhio Hwy #2, Anahola, HI 96703",https://www.zillow.com/homedetails/4-495-0-Kuhio-Hwy-2-Anahola-HI-96703/2079581061_zpid/,House for sale,"$2,750,000.00",4 bds,4 ba,"2,801 sqft"
"4460 Nehe Rd #319, Lihue, HI 96766",https://www.zillow.com/homedetails/4460-Nehe-Rd-319-Lihue-HI-96766/82525366_zpid/,Condo for sale,"$519,000.00",1 bd,2 ba,739 sqft
"6571 Kuono Rd, Anahola, HI 96703",https://www.zillow.com/homedetails/6571-Kuono-Rd-Anahola-HI-96703/299894138_zpid/,House for sale,"$3,750,000.00",4 bds,3 ba,"2,597 sqft"
"4-900 Kuhio Hwy #318, Kapaa, HI 96746",https://www.zillow.com/homedetails/4-900-Kuhio-Hwy-318-Kapaa-HI-96746/2091374007_zpid/,Condo for sale,"$560,000.00",2 bds,2 ba,909 sqft
"Paliku Pl #17, Kapaa, HI 96746",https://www.zillow.com/homedetails/Paliku-Pl-17-Kapaa-HI-96746/2078608522_zpid/,Lot / Land for sale,"$1,995,000.00",5.84 acres lot,,
"Halalu St, Koloa, HI 96756",https://www.zillow.com/homedetails/Halalu-St-Koloa-HI-96756/2120694729_zpid/,Lot / Land for sale,"$795,000.00",0.81 acres lot,,
"2253 Poipu Rd, Koloa, HI 96756",https://www.zillow.com/homedetails/2253-Poipu-Rd-Koloa-HI-96756/80151269_zpid/,Condo for sale,"$129,900.00",1 bd,1 ba,620 sqft
"7276 Alamoo Rd #11, Princeville, HI 96722",https://www.zillow.com/homedetails/7276-Alamoo-Rd-11-Princeville-HI-96722/2078158342_zpid/,Lot / Land for sale,"$3,650,000.00",0.63 acres lot,,
"4546 Lawai Rd #1, Koloa, HI 96756",https://www.zillow.com/homedetails/4546-Lawai-Rd-1-Koloa-HI-96756/2081339339_zpid/,Lot / Land for sale,"$1,500,000.00","9,361 sqft lot",,
"4850 Lani Rd, Kapaa, HI 96746",https://www.zillow.com/homedetails/4850-Lani-Rd-Kapaa-HI-96746/2081711731_zpid/,House for sale,"$1,040,000.00",5 bds,5 ba,"2,796 sqft"
"4-1250 Kuhio Hwy #C302, Kapaa, HI 96746",https://www.zillow.com/homedetails/4-1250-Kuhio-Hwy-C302-Kapaa-HI-96746/2077902023_zpid/,Condo for sale,"$525,000.00",1 bd,1 ba,644 sqft
"5050 Kawaihau Rd, Kapaa, HI 96746",https://www.zillow.com/homedetails/5050-Kawaihau-Rd-Kapaa-HI-96746/729508_zpid/,Apartment for sale,"$791,000.00",6 bds,4 ba,"2,576 sqft"
"4465-A Aku Rd, Hanalei, HI 96722",https://www.zillow.com/homedetails/4465-A-Aku-Rd-Hanalei-HI-96722/2081944890_zpid/,House for sale,"$1,600,000.00",4 bds,2 ba,"1,168 sqft"
"5050 Lawai Rd APT 302, Koloa, HI 96756",https://www.zillow.com/homedetails/5050-Lawai-Rd-APT-302-Koloa-HI-96756/80161733_zpid/,Condo for sale,"$675,000.00",1 bd,1 ba,732 sqft
"3200 Wawae Rd #9, Kalaheo, HI 96741",https://www.zillow.com/homedetails/3200-Wawae-Rd-9-Kalaheo-HI-96741/2078876405_zpid/,Lot / Land for sale,"$549,999.00",2.01 acres lot,,
"2611 Kiahuna Plantation Dr #15B, Koloa, HI 96756",https://www.zillow.com/homedetails/2611-Kiahuna-Plantation-Dr-15B-Koloa-HI-96756/244399898_zpid/,Condo for sale,"$959,000.00",3 bds,3 ba,"1,478 sqft"
"2623 Halalu St #1-2, Koloa, HI 96756",https://www.zillow.com/homedetails/2623-Halalu-St-1-2-Koloa-HI-96756/2080107781_zpid/,For sale by owner,"$2,700,000.00",3 bds,3 ba,"3,054 sqft"
"4419 Kahili Makai St #A, Kilauea, HI 96754",https://www.zillow.com/homedetails/4419-Kahili-Makai-St-A-Kilauea-HI-96754/731625_zpid/,House for sale,"$2,850,000.00",4 bds,5 ba,"3,879 sqft"
"2961 Kolepa St LOT 56, Koloa, HI 96756",https://www.zillow.com/homedetails/2961-Kolepa-St-LOT-56-Koloa-HI-96756/2092113258_zpid/,Lot / Land for sale,"$479,000.00","8,890 sqft lot",,
"4-856 Kuhio Hwy #219, Kapaa, HI 96746",https://www.zillow.com/homedetails/4-856-Kuhio-Hwy-219-Kapaa-HI-96746/2078361534_zpid/,Condo for sale,"$289,000.00",2 bds,1 ba,590 sqft
"4-1250 Kuhio Hwy #C302, Kapaa, HI 96746",https://www.zillow.com/homedetails/4-1250-Kuhio-Hwy-C302-Kapaa-HI-96746/2077902023_zpid/,Condo for sale,"$525,000.00",1 bd,1 ba,644 sqft
"2781 Uluwehi St, Koloa, HI 96756",https://www.zillow.com/homedetails/2781-Uluwehi-St-Koloa-HI-96756/80171032_zpid/,House for sale,"$3,770,000.00",3 bds,4 ba,"3,253 sqft"
"Halalu St, Koloa, HI 96756",https://www.zillow.com/homedetails/Halalu-St-Koloa-HI-96756/2120694729_zpid/,Lot / Land for sale,"$795,000.00",0.81 acres lot,,
"5117 Papio Pl, Hanalei, HI 96714",https://www.zillow.com/homedetails/5117-Papio-Pl-Hanalei-HI-96714/2089342232_zpid/,House for sale,"$2,350,000.00",3 bds,3 ba,"1,800 sqft"
"2371 Hoohu Rd APT 802, Koloa, HI 96756",https://www.zillow.com/homedetails/2371-Hoohu-Rd-APT-802-Koloa-HI-96756/80155037_zpid/,Condo for sale,"$465,000.00",1 bd,1 ba,852 sqft
"4100 Queen Emmas Dr APT 38, Princeville, HI 96722",https://www.zillow.com/homedetails/4100-Queen-Emmas-Dr-APT-38-Princeville-HI-96722/70053043_zpid/,Condo for sale,"$3,300,000.00",3 bds,4 ba,"3,327 sqft"
"4121 Rice St APT 2706, Lihue, HI 96766",https://www.zillow.com/homedetails/4121-Rice-St-APT-2706-Lihue-HI-96766/80142981_zpid/,Condo for sale,"$359,000.00",2 bds,2 ba,"1,050 sqft"
"4100 Queen Emmas Dr APT 62, Princeville, HI 96722",https://www.zillow.com/homedetails/4100-Queen-Emmas-Dr-APT-62-Princeville-HI-96722/70053067_zpid/,Townhouse for sale,"$869,000.00",2 bds,3 ba,"1,892 sqft"
"4419 Kahili Makai St #A, Kilauea, HI 96754",https://www.zillow.com/homedetails/4419-Kahili-Makai-St-A-Kilauea-HI-96754/731625_zpid/,House for sale,"$2,850,000.00",4 bds,5 ba,"3,879 sqft"
"4957 Aliomanu Rd #4, Anahola, HI 96703",https://www.zillow.com/homedetails/4957-Aliomanu-Rd-4-Anahola-HI-96703/730873_zpid/,House for sale,"$2,500,000.00",4 bds,6 ba,"3,896 sqft"
"2611 Kiahuna Plantation Dr #7-I, Koloa, HI 96756",https://www.zillow.com/homedetails/2611-Kiahuna-Plantation-Dr-7-I-Koloa-HI-96756/2077944847_zpid/,Condo for sale,"$1,170,000.00",3 bds,3 ba,"1,602 sqft"
"4460 Nehe Rd #202, Lihue, HI 96766",https://www.zillow.com/homedetails/4460-Nehe-Rd-202-Lihue-HI-96766/82525227_zpid/,Condo for sale,"$649,000.00",2 bds,2 ba,996 sqft
"320 Papaloa Rd APT 211, Kapaa, HI 96746",https://www.zillow.com/homedetails/320-Papaloa-Rd-APT-211-Kapaa-HI-96746/80171206_zpid/,Condo for sale,"$499,000.00",1 bd,1 ba,686 sqft
"4980 Mahua St, Koloa, HI 96756",https://www.zillow.com/homedetails/4980-Mahua-St-Koloa-HI-96756/80152377_zpid/,House for sale,"$3,900,000.00",3 bds,3 ba,"2,600 sqft"
"5370 Kaehulua Rd, Kapaa, HI 96746",https://www.zillow.com/homedetails/5370-Kaehulua-Rd-Kapaa-HI-96746/728727_zpid/,House for sale,"$3,200,000.00",4 bds,5 ba,"4,178 sqft"
"2221 Kapili Rd #14, Koloa, HI 96756",https://www.zillow.com/homedetails/2221-Kapili-Rd-14-Koloa-HI-96756/80143414_zpid/,Townhouse for sale,"$1,295,000.00",2 bds,3 ba,"1,837 sqft"
"3411 Wilcox Rd #95, Lihue, HI 96766",https://www.zillow.com/homedetails/3411-Wilcox-Rd-95-Lihue-HI-96766/2080894683_zpid/,Condo for sale,"$328,000.00",2 bds,2 ba,920 sqft
"320 Papaloa Rd APT 311, Kapaa, HI 96746",https://www.zillow.com/homedetails/320-Papaloa-Rd-APT-311-Kapaa-HI-96746/80156799_zpid/,Condo for sale,"$560,000.00",1 bd,1 ba,686 sqft
"Kaumualii Hwy #75-A, Kalaheo, HI 96741",https://www.zillow.com/homedetails/Kaumualii-Hwy-75-A-Kalaheo-HI-96741/2082344614_zpid/,Lot / Land for sale,"$350,000.00",1.51 acres lot,,
"2641 Poipu Rd #2101, Koloa, HI 96756",https://www.zillow.com/homedetails/2641-Poipu-Rd-2101-Koloa-HI-96756/2114773430_zpid/,Condo for sale,"$1,750,000.00",3 bds,3 ba,"1,724 sqft"
"5350 Kalalea View Dr #8D, Kapaa, HI 96746",https://www.zillow.com/homedetails/5350-Kalalea-View-Dr-8D-Kapaa-HI-96746/2079069567_zpid/,House for sale,"$2,795,000.00",3 bds,4 ba,"2,700 sqft"
"5-7364 Kuhio Hwy, Princeville, HI 96722",https://www.zillow.com/homedetails/5-7364-Kuhio-Hwy-Princeville-HI-96722/2078248656_zpid/,House for sale,"$1,150,000.00",2 bds,1 ba,768 sqft
"2611 Kiahuna Plantation Dr #10K, Koloa, HI 96756",https://www.zillow.com/homedetails/2611-Kiahuna-Plantation-Dr-10K-Koloa-HI-96756/244388731_zpid/,Condo for sale,"$1,079,000.00",3 bds,3 ba,"1,443 sqft"
"4100 Queen Emmas Dr APT 52, Princeville, HI 96722",https://www.zillow.com/homedetails/4100-Queen-Emmas-Dr-APT-52-Princeville-HI-96722/70053057_zpid/,Townhouse for sale,"$1,250,000.00",3 bds,3 ba,"2,479 sqft"
"2253 Poipu Rd #31, Koloa, HI 96756",https://www.zillow.com/homedetails/2253-Poipu-Rd-31-Koloa-HI-96756/2081991464_zpid/,Condo for sale,"$299,000.00",1 bd,1 ba,620 sqft
"5380 Honoiki Rd #C26, Princeville, HI 96722",https://www.zillow.com/homedetails/5380-Honoiki-Rd-C26-Princeville-HI-96722/82524450_zpid/,Condo for sale,"$1,295,000.00",3 bds,3 ba,"1,705 sqft"
"4331 Kauai Beach Dr #4111, Lihue, HI 96766",https://www.zillow.com/homedetails/4331-Kauai-Beach-Dr-4111-Lihue-HI-96766/119233539_zpid/,Condo for sale,"$220,000.00",Studio,1 ba,311 sqft
"2253 Poipu Rd, Koloa, HI 96756",https://www.zillow.com/homedetails/2253-Poipu-Rd-Koloa-HI-96756/80167876_zpid/,Condo for sale,"$369,000.00",1 bd,1 ba,620 sqft
